date,day as a number,Physical distancing-Closure of educational institutions-Daycare nursery,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,Case management and quarantine-Contact tracing-Mobile technology,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Workplace measures-Teleworking,Case management and quarantine-Contact tracing-Other,Case management and quarantine-Quarantine-For contacts,General-Exemptions to NPIs-Vaccination proof,Hygiene and safety measure-Other-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Closure of educational institutions-Higher Education,International travel-Quarantine for international travellers-Not applicable,Physical distancing-Public gathering restriction-Ban on all events,International travel-Border screening-PCR/rapid antigen testing,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of educational institutions-Primary School,Hygiene and safety measure-Protective mask use community-Closed public spaces,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Isolation of case-Not applicable,Physical distancing-Public gathering restriction-Indoor over 500,General-Communication to the public-Not applicable,General-Communication to healthcare services-Not applicable,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Closure of public spaces-Non essential shops,Internal travel-Travel restrictions-Cordon sanitaire
2022-02-17,718,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-18,719,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-19,720,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-20,721,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-21,722,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-22,723,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-23,724,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-24,725,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-25,726,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-26,727,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-27,728,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-02-28,729,0,0,2,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-01,730,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-02,731,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-03,732,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-04,733,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-05,734,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-06,735,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-07,736,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-08,737,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-09,738,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-10,739,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-11,740,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-12,741,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-13,742,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-14,743,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-15,744,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-16,745,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-17,746,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-18,747,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-19,748,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-20,749,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-21,750,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-22,751,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-23,752,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-24,753,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-25,754,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-26,755,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-27,756,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-28,757,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-29,758,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-30,759,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-03-31,760,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-01,761,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-02,762,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-03,763,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-04,764,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-05,765,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-06,766,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-07,767,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-08,768,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-09,769,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-10,770,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-11,771,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-12,772,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-13,773,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-14,774,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-15,775,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-16,776,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-17,777,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-18,778,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-19,779,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-20,780,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-21,781,0,0,0,2,0,0,1,1,2,2,1,2,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-22,782,0,0,0,2,0,0,1,0,2,2,1,2,0,2,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-23,783,0,0,0,2,0,0,1,0,2,2,1,2,0,2,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-24,784,0,0,0,2,0,0,1,0,2,2,1,2,0,2,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-25,785,0,0,0,2,0,0,1,0,2,2,1,2,0,2,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-26,786,0,0,0,2,0,0,1,0,2,2,1,2,0,2,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-27,787,0,0,0,2,0,0,1,0,2,2,1,2,0,2,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-28,788,0,0,0,2,0,0,1,0,2,2,1,2,0,2,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-29,789,0,0,0,2,0,0,1,0,2,2,1,2,0,2,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-04-30,790,0,0,0,2,0,0,1,0,2,2,1,2,0,2,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-05-01,791,0,0,0,2,0,0,1,0,2,2,1,2,0,2,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2022-05-02,792,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2022-05-03,793,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2022-05-04,794,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2022-05-05,795,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2022-05-06,796,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2022-05-07,797,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2022-05-08,798,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2022-05-09,799,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2022-05-10,800,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2022-05-11,801,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2022-05-12,802,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2022-05-13,803,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2022-05-14,804,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2022-05-15,805,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2022-05-16,806,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-17,807,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-18,808,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-19,809,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-20,810,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-21,811,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-22,812,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-23,813,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-24,814,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-25,815,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-26,816,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-27,817,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-28,818,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-29,819,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-30,820,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-05-31,821,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-01,822,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-02,823,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-03,824,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-04,825,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-05,826,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-06,827,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-07,828,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-08,829,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-09,830,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-10,831,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-11,832,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-12,833,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-13,834,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-14,835,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-15,836,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-16,837,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-17,838,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-18,839,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-19,840,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-20,841,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-21,842,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-22,843,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-23,844,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-24,845,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-25,846,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-26,847,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-27,848,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-28,849,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-29,850,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-06-30,851,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-01,852,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-02,853,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-03,854,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-04,855,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-05,856,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-06,857,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-07,858,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-08,859,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-09,860,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-10,861,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-11,862,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-12,863,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-13,864,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-14,865,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-15,866,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-16,867,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-17,868,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-18,869,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-19,870,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-20,871,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-21,872,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-22,873,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-23,874,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-24,875,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-25,876,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-26,877,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-27,878,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-28,879,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-29,880,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-30,881,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-07-31,882,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-01,883,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-02,884,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-03,885,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-04,886,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-05,887,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-06,888,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-07,889,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-08,890,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-09,891,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-10,892,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-11,893,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-12,894,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-13,895,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-14,896,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-15,897,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-16,898,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-17,899,0,0,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
